r,2010,2012,2014,2016,2018,2020,2022,2024,2026,2028,2030,2032,2034,2036,2038,2040,2042,2044,2046,2048,2050
p01107,0.0005,0.001,0.003,0.007,0.02,0.031,0.036,0.064375802,0.085217039,0.085217039,0.085217039,0.085217039,0.085217039,0.085217039,0.085217039,0.085217039,0.085217039,0.085217039,0.085217039,0.085217039,0.085217039
p01117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p01119,0.0005,0.001,0.003,0.007,0.015,0.023,0.027,0.047004554,0.062213548,0.062213548,0.062213548,0.062213548,0.062213548,0.062213548,0.062213548,0.062213548,0.062213548,0.062213548,0.062213548,0.062213548,0.062213548
p01125,0.00075,0.0015,0.005,0.009,0.012,0.01,0.01,0.018393086,0.026696159,0.026696159,0.026696159,0.026696159,0.026696159,0.026696159,0.026696159,0.026696159,0.026696159,0.026696159,0.026696159,0.026696159,0.026696159
p01127,0.0025,0.005,0.017,0.038,0.107,0.168,0.202,0.356621509,0.470501303,0.470501303,0.470501303,0.470501303,0.470501303,0.470501303,0.470501303,0.470501303,0.470501303,0.470501303,0.470501303,0.470501303,0.470501303
p01131,0.00125,0.0025,0.009,0.024,0.076,0.057,0.042,0.089921756,0.125034876,0.125034876,0.125034876,0.125034876,0.125034876,0.125034876,0.125034876,0.125034876,0.125034876,0.125034876,0.125034876,0.125034876,0.125034876
p01133,0.002,0.004,0.014,0.029,0.021,0.022,0.022,0.025545953,0.029742301,0.029742301,0.029742301,0.029742301,0.029742301,0.029742301,0.029742301,0.029742301,0.029742301,0.029742301,0.029742301,0.029742301,0.029742301
p01001,0.005,0.01,0.034,0.11,0.414,0.312,0.239,0.530333992,0.740308069,0.740308069,0.740308069,0.740308069,0.740308069,0.740308069,0.740308069,0.740308069,0.740308069,0.740308069,0.740308069,0.740308069,0.740308069
p01003,0.0315,0.063,0.215,0.471,0.375,0.43,0.448,0.557923621,0.697891998,0.697891998,0.697891998,0.697891998,0.697891998,0.697891998,0.697891998,0.697891998,0.697891998,0.697891998,0.697891998,0.697891998,0.697891998
p01005,0.0015,0.003,0.01,0.022,0.015,0.015,0.015,0.01634941,0.018780533,0.018780533,0.018780533,0.018780533,0.018780533,0.018780533,0.018780533,0.018780533,0.018780533,0.018780533,0.018780533,0.018780533,0.018780533
p01009,0.00075,0.0015,0.005,0.009,0.02,0.028,0.035,0.068463155,0.095745377,0.095745377,0.095745377,0.095745377,0.095745377,0.095745377,0.095745377,0.095745377,0.095745377,0.095745377,0.095745377,0.095745377,0.095745377
p01011,0.00075,0.0015,0.005,0.009,0.007,0.008,0.008,0.010218381,0.01253327,0.01253327,0.01253327,0.01253327,0.01253327,0.01253327,0.01253327,0.01253327,0.01253327,0.01253327,0.01253327,0.01253327,0.01253327
p01013,0.00225,0.0045,0.015,0.033,0.025,0.029,0.028,0.035764335,0.043866445,0.043866445,0.043866445,0.043866445,0.043866445,0.043866445,0.043866445,0.043866445,0.043866445,0.043866445,0.043866445,0.043866445,0.043866445
p01015,0.0025,0.005,0.017,0.027,0.059,0.073,0.083,0.147144691,0.205084607,0.205084607,0.205084607,0.205084607,0.205084607,0.205084607,0.205084607,0.205084607,0.205084607,0.205084607,0.205084607,0.205084607,0.205084607
p01017,0.00075,0.0015,0.005,0.004,0.008,0.011,0.013,0.023502277,0.032432502,0.032432502,0.032432502,0.032432502,0.032432502,0.032432502,0.032432502,0.032432502,0.032432502,0.032432502,0.032432502,0.032432502,0.032432502
p01019,0.00125,0.0025,0.009,0.02,0.015,0.018,0.019,0.025545953,0.031863466,0.031863466,0.031863466,0.031863466,0.031863466,0.031863466,0.031863466,0.031863466,0.031863466,0.031863466,0.031863466,0.031863466,0.031863466
p01021,0.001,0.002,0.007,0.011,0.011,0.012,0.011,0.015327572,0.019330197,0.019330197,0.019330197,0.019330197,0.019330197,0.019330197,0.019330197,0.019330197,0.019330197,0.019330197,0.019330197,0.019330197,0.019330197
p01025,0.00325,0.0065,0.022,0.046,0.052,0.065,0.074,0.122620576,0.163126232,0.163126232,0.163126232,0.163126232,0.163126232,0.163126232,0.163126232,0.163126232,0.163126232,0.163126232,0.163126232,0.163126232,0.163126232
p01027,0.00025,0.0005,0.002,0.002,0.004,0.006,0.007,0.012262058,0.017267148,0.017267148,0.017267148,0.017267148,0.017267148,0.017267148,0.017267148,0.017267148,0.017267148,0.017267148,0.017267148,0.017267148,0.017267148
p01029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p01031,0.00425,0.0085,0.029,0.064,0.051,0.058,0.06,0.075616022,0.094018897,0.094018897,0.094018897,0.094018897,0.094018897,0.094018897,0.094018897,0.094018897,0.094018897,0.094018897,0.094018897,0.094018897,0.094018897
p01035,0.002,0.004,0.014,0.031,0.022,0.024,0.024,0.028611468,0.034456807,0.034456807,0.034456807,0.034456807,0.034456807,0.034456807,0.034456807,0.034456807,0.034456807,0.034456807,0.034456807,0.034456807,0.034456807
p01037,0.00025,0.0005,0.002,0.004,0.003,0.003,0.003,0.004087353,0.005755716,0.005755716,0.005755716,0.005755716,0.005755716,0.005755716,0.005755716,0.005755716,0.005755716,0.005755716,0.005755716,0.005755716,0.005755716
p01039,0.00625,0.0125,0.043,0.095,0.07,0.081,0.085,0.100140137,0.121659405,0.121659405,0.121659405,0.121659405,0.121659405,0.121659405,0.121659405,0.121659405,0.121659405,0.121659405,0.121659405,0.121659405,0.121659405
p01041,0.00125,0.0025,0.009,0.018,0.024,0.026,0.031,0.052113745,0.068480183,0.068480183,0.068480183,0.068480183,0.068480183,0.068480183,0.068480183,0.068480183,0.068480183,0.068480183,0.068480183,0.068480183,0.068480183
p01045,0.008,0.016,0.055,0.128,0.233,0.273,0.324,0.537486859,0.693506822,0.693506822,0.693506822,0.693506822,0.693506822,0.693506822,0.693506822,0.693506822,0.693506822,0.693506822,0.693506822,0.693506822,0.693506822
p01047,0.00575,0.0115,0.039,0.099,0.273,0.316,0.349,0.599818985,0.781414062,0.781414062,0.781414062,0.781414062,0.781414062,0.781414062,0.781414062,0.781414062,0.781414062,0.781414062,0.781414062,0.781414062,0.781414062
p01051,0.0035,0.007,0.024,0.055,0.142,0.163,0.202,0.387276653,0.520297814,0.520297814,0.520297814,0.520297814,0.520297814,0.520297814,0.520297814,0.520297814,0.520297814,0.520297814,0.520297814,0.520297814,0.520297814
p01053,0.00425,0.0085,0.029,0.062,0.044,0.046,0.046,0.051091907,0.059484602,0.059484602,0.059484602,0.059484602,0.059484602,0.059484602,0.059484602,0.059484602,0.059484602,0.059484602,0.059484602,0.059484602,0.059484602
p01055,0.00825,0.0165,0.056,0.115,0.303,0.459,0.547,0.978920933,1.358077741,1.358077741,1.358077741,1.358077741,1.358077741,1.358077741,1.358077741,1.358077741,1.358077741,1.358077741,1.358077741,1.358077741,1.358077741
p01061,0.0005,0.001,0.003,0.007,0.008,0.008,0.008,0.012262058,0.016206565,0.016206565,0.016206565,0.016206565,0.016206565,0.016206565,0.016206565,0.016206565,0.016206565,0.016206565,0.016206565,0.016206565,0.016206565
p01067,0.0015,0.003,0.01,0.022,0.041,0.059,0.07,0.119555062,0.155229979,0.155229979,0.155229979,0.155229979,0.155229979,0.155229979,0.155229979,0.155229979,0.155229979,0.155229979,0.155229979,0.155229979,0.155229979
p01069,0.00625,0.0125,0.043,0.082,0.155,0.21,0.239,0.403626063,0.534305725,0.534305725,0.534305725,0.534305725,0.534305725,0.534305725,0.534305725,0.534305725,0.534305725,0.534305725,0.534305725,0.534305725,0.534305725
p01081,0.0105,0.021,0.072,0.239,0.894,0.64,0.66,1.116869081,1.520383097,1.520383097,1.520383097,1.520383097,1.520383097,1.520383097,1.520383097,1.520383097,1.520383097,1.520383097,1.520383097,1.520383097,1.520383097
p01085,0.0005,0.001,0.003,0.007,0.006,0.006,0.005,0.006131029,0.006777554,0.006777554,0.006777554,0.006777554,0.006777554,0.006777554,0.006777554,0.006777554,0.006777554,0.006777554,0.006777554,0.006777554,0.006777554
p01087,0.0005,0.001,0.003,0.004,0.004,0.004,0.004,0.004087353,0.005225425,0.005225425,0.005225425,0.005225425,0.005225425,0.005225425,0.005225425,0.005225425,0.005225425,0.005225425,0.005225425,0.005225425,0.005225425
p01097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p01099,0.005,0.01,0.034,0.093,0.198,0.157,0.115,0.22480439,0.305428256,0.305428256,0.305428256,0.305428256,0.305428256,0.305428256,0.305428256,0.305428256,0.305428256,0.305428256,0.305428256,0.305428256,0.305428256
p01101,0.026,0.052,0.178,0.411,1.152,1.825,2.217,3.897290644,5.212058451,5.212058451,5.212058451,5.212058451,5.212058451,5.212058451,5.212058451,5.212058451,5.212058451,5.212058451,5.212058451,5.212058451,5.212058451
p01109,0.0035,0.007,0.024,0.051,0.034,0.037,0.036,0.039851687,0.046440413,0.046440413,0.046440413,0.046440413,0.046440413,0.046440413,0.046440413,0.046440413,0.046440413,0.046440413,0.046440413,0.046440413,0.046440413
p01111,0.00025,0.0005,0.002,0.002,0.009,0.013,0.014,0.029633306,0.04451297,0.04451297,0.04451297,0.04451297,0.04451297,0.04451297,0.04451297,0.04451297,0.04451297,0.04451297,0.04451297,0.04451297,0.04451297
p01113,0.00175,0.0035,0.012,0.022,0.044,0.063,0.078,0.143057339,0.198268309,0.198268309,0.198268309,0.198268309,0.198268309,0.198268309,0.198268309,0.198268309,0.198268309,0.198268309,0.198268309,0.198268309,0.198268309
p01115,0.00025,0.0005,0.002,0.002,0.004,0.003,0.003,0.006131029,0.009429011,0.009429011,0.009429011,0.009429011,0.009429011,0.009429011,0.009429011,0.009429011,0.009429011,0.009429011,0.009429011,0.009429011,0.009429011
p01121,0.00025,0.0005,0.002,0.002,0.001,0.001,0.001,0.001021838,0.001041211,0.001041211,0.001041211,0.001041211,0.001041211,0.001041211,0.001041211,0.001041211,0.001041211,0.001041211,0.001041211,0.001041211,0.001041211
p01123,0.00025,0.0005,0.002,0.004,0.008,0.01,0.012,0.022480439,0.031391292,0.031391292,0.031391292,0.031391292,0.031391292,0.031391292,0.031391292,0.031391292,0.031391292,0.031391292,0.031391292,0.031391292,0.031391292
p01129,0.00175,0.0035,0.012,0.024,0.018,0.019,0.019,0.020436763,0.024005958,0.024005958,0.024005958,0.024005958,0.024005958,0.024005958,0.024005958,0.024005958,0.024005958,0.024005958,0.024005958,0.024005958,0.024005958
p12005,0.23825,0.4765,1.309,2.041,4.46,13.307,31.552,31.17219412,35.23127138,35.23127138,35.23127138,35.23127138,35.23127138,35.23127138,35.23127138,35.23127138,35.23127138,35.23127138,35.23127138,35.23127138,35.23127138
p12013,0.0415,0.083,0.228,0.271,0.41,0.925,1.971,1.963972894,2.167187673,2.167187673,2.167187673,2.167187673,2.167187673,2.167187673,2.167187673,2.167187673,2.167187673,2.167187673,2.167187673,2.167187673,2.167187673
p12033,0.484,0.968,2.66,5.335,11.257,32.528,72.13,72.42686512,79.00476487,79.00476487,79.00476487,79.00476487,79.00476487,79.00476487,79.00476487,79.00476487,79.00476487,79.00476487,79.00476487,79.00476487,79.00476487
p12045,0.01575,0.0315,0.087,0.164,0.337,1.07,3.096,3.111497119,3.306240392,3.306240392,3.306240392,3.306240392,3.306240392,3.306240392,3.306240392,3.306240392,3.306240392,3.306240392,3.306240392,3.306240392,3.306240392
p12059,0.00525,0.0105,0.029,0.096,0.264,1.066,2.194,3.036902935,3.738251168,3.738251168,3.738251168,3.738251168,3.738251168,3.738251168,3.738251168,3.738251168,3.738251168,3.738251168,3.738251168,3.738251168,3.738251168
p12063,0.078,0.156,0.429,0.641,1.248,2.483,4.125,5.69061657,7.236120879,7.236120879,7.236120879,7.236120879,7.236120879,7.236120879,7.236120879,7.236120879,7.236120879,7.236120879,7.236120879,7.236120879,7.236120879
p12091,0.245,0.49,1.346,2.904,6.814,22.902,54.778,53.76503527,56.29724998,56.29724998,56.29724998,56.29724998,56.29724998,56.29724998,56.29724998,56.29724998,56.29724998,56.29724998,56.29724998,56.29724998,56.29724998
p12113,0.18425,0.3685,1.013,2.161,5.155,16.094,39.092,38.89218123,42.38066234,42.38066234,42.38066234,42.38066234,42.38066234,42.38066234,42.38066234,42.38066234,42.38066234,42.38066234,42.38066234,42.38066234,42.38066234
p12131,0.05825,0.1165,0.32,0.636,1.402,5.015,12.358,14.08195133,16.24524308,16.24524308,16.24524308,16.24524308,16.24524308,16.24524308,16.24524308,16.24524308,16.24524308,16.24524308,16.24524308,16.24524308,16.24524308
p12133,0.00775,0.0155,0.043,0.109,0.266,0.97,2.006,2.903042139,3.644806201,3.644806201,3.644806201,3.644806201,3.644806201,3.644806201,3.644806201,3.644806201,3.644806201,3.644806201,3.644806201,3.644806201,3.644806201
p47001,0.1345,0.269,0.672,1.005,1.072,1.051,0.874,1.192485103,1.226228707,1.226228707,1.226228707,1.226228707,1.226228707,1.226228707,1.226228707,1.226228707,1.226228707,1.226228707,1.226228707,1.226228707,1.226228707
p47003,0.037,0.074,0.185,0.268,0.265,0.253,0.198,0.2411538,0.249967996,0.249967996,0.249967996,0.249967996,0.249967996,0.249967996,0.249967996,0.249967996,0.249967996,0.249967996,0.249967996,0.249967996,0.249967996
p47005,0.01725,0.0345,0.086,0.134,0.139,0.141,0.111,0.143057339,0.161147912,0.161147912,0.161147912,0.161147912,0.161147912,0.161147912,0.161147912,0.161147912,0.161147912,0.161147912,0.161147912,0.161147912,0.161147912
p47007,0.0065,0.013,0.032,0.047,0.052,0.051,0.041,0.050070069,0.052079895,0.052079895,0.052079895,0.052079895,0.052079895,0.052079895,0.052079895,0.052079895,0.052079895,0.052079895,0.052079895,0.052079895,0.052079895
p47009,0.1555,0.311,0.777,0.97,0.962,0.925,0.73,0.908414101,0.95109007,0.95109007,0.95109007,0.95109007,0.95109007,0.95109007,0.95109007,0.95109007,0.95109007,0.95109007,0.95109007,0.95109007,0.95109007
p47011,0.11,0.22,0.55,0.793,0.82,0.802,0.636,0.80520845,0.868730345,0.868730345,0.868730345,0.868730345,0.868730345,0.868730345,0.868730345,0.868730345,0.868730345,0.868730345,0.868730345,0.868730345,0.868730345
p47013,0.04325,0.0865,0.216,0.299,0.313,0.305,0.24,0.300420411,0.315661115,0.315661115,0.315661115,0.315661115,0.315661115,0.315661115,0.315661115,0.315661115,0.315661115,0.315661115,0.315661115,0.315661115,0.315661115
p47015,0.0075,0.015,0.037,0.051,0.054,0.053,0.042,0.052113745,0.054162316,0.054162316,0.054162316,0.054162316,0.054162316,0.054162316,0.054162316,0.054162316,0.054162316,0.054162316,0.054162316,0.054162316,0.054162316
p47017,0.02075,0.0415,0.104,0.147,0.155,0.153,0.122,0.152253882,0.166806767,0.166806767,0.166806767,0.166806767,0.166806767,0.166806767,0.166806767,0.166806767,0.166806767,0.166806767,0.166806767,0.166806767,0.166806767
p47019,0.03975,0.0795,0.199,0.278,0.293,0.29,0.232,0.288158354,0.300515133,0.300515133,0.300515133,0.300515133,0.300515133,0.300515133,0.300515133,0.300515133,0.300515133,0.300515133,0.300515133,0.300515133,0.300515133
p47021,0.02525,0.0505,0.126,0.167,0.172,0.168,0.134,0.16451594,0.172407504,0.172407504,0.172407504,0.172407504,0.172407504,0.172407504,0.172407504,0.172407504,0.172407504,0.172407504,0.172407504,0.172407504,0.172407504
p47023,0.011,0.022,0.055,0.08,0.086,0.086,0.068,0.085834403,0.091173717,0.091173717,0.091173717,0.091173717,0.091173717,0.091173717,0.091173717,0.091173717,0.091173717,0.091173717,0.091173717,0.091173717,0.091173717
p47025,0.0345,0.069,0.172,0.229,0.237,0.232,0.183,0.226848066,0.249178626,0.249178626,0.249178626,0.249178626,0.249178626,0.249178626,0.249178626,0.249178626,0.249178626,0.249178626,0.249178626,0.249178626,0.249178626
p47027,0.00475,0.0095,0.024,0.034,0.037,0.036,0.029,0.035764335,0.036972657,0.036972657,0.036972657,0.036972657,0.036972657,0.036972657,0.036972657,0.036972657,0.036972657,0.036972657,0.036972657,0.036972657,0.036972657
p47029,0.02625,0.0525,0.131,0.177,0.181,0.175,0.138,0.170646968,0.177594184,0.177594184,0.177594184,0.177594184,0.177594184,0.177594184,0.177594184,0.177594184,0.177594184,0.177594184,0.177594184,0.177594184,0.177594184
p47031,0.0535,0.107,0.267,0.34,0.34,0.329,0.26,0.321879012,0.336996243,0.336996243,0.336996243,0.336996243,0.336996243,0.336996243,0.336996243,0.336996243,0.336996243,0.336996243,0.336996243,0.336996243,0.336996243
p47033,0.01475,0.0295,0.074,0.155,0.149,0.14,0.108,0.130795281,0.135396102,0.135396102,0.135396102,0.135396102,0.135396102,0.135396102,0.135396102,0.135396102,0.135396102,0.135396102,0.135396102,0.135396102,0.135396102
p47035,0.05025,0.1005,0.251,0.326,0.329,0.319,0.251,0.307573278,0.318707257,0.318707257,0.318707257,0.318707257,0.318707257,0.318707257,0.318707257,0.318707257,0.318707257,0.318707257,0.318707257,0.318707257,0.318707257
p47037,1.04375,2.0875,5.218,6.929,7.193,7.065,5.637,7.122211796,7.464050426,7.464050426,7.464050426,7.464050426,7.464050426,7.464050426,7.464050426,7.464050426,7.464050426,7.464050426,7.464050426,7.464050426,7.464050426
p47039,0.01125,0.0225,0.056,0.094,0.099,0.098,0.077,0.107293004,0.119932924,0.119932924,0.119932924,0.119932924,0.119932924,0.119932924,0.119932924,0.119932924,0.119932924,0.119932924,0.119932924,0.119932924,0.119932924
p47041,0.01475,0.0295,0.074,0.1,0.102,0.099,0.079,0.097074623,0.100505867,0.100505867,0.100505867,0.100505867,0.100505867,0.100505867,0.100505867,0.100505867,0.100505867,0.100505867,0.100505867,0.100505867,0.100505867
p47043,0.0475,0.095,0.237,0.305,0.307,0.298,0.238,0.293267545,0.304130311,0.304130311,0.304130311,0.304130311,0.304130311,0.304130311,0.304130311,0.304130311,0.304130311,0.304130311,0.304130311,0.304130311,0.304130311
p47045,0.067,0.134,0.335,0.44,0.466,0.462,0.374,0.470045542,0.608878191,0.608878191,0.608878191,0.608878191,0.608878191,0.608878191,0.608878191,0.608878191,0.608878191,0.608878191,0.608878191,0.608878191,0.608878191
p47047,0.03025,0.0605,0.151,0.201,0.206,0.202,0.162,0.203345789,0.214094666,0.214094666,0.214094666,0.214094666,0.214094666,0.214094666,0.214094666,0.214094666,0.214094666,0.214094666,0.214094666,0.214094666,0.214094666
p47049,0.01475,0.0295,0.074,0.098,0.1,0.097,0.078,0.096052785,0.101585822,0.101585822,0.101585822,0.101585822,0.101585822,0.101585822,0.101585822,0.101585822,0.101585822,0.101585822,0.101585822,0.101585822,0.101585822
p47051,0.04725,0.0945,0.236,0.298,0.298,0.331,0.257,0.313704307,0.323363646,0.323363646,0.323363646,0.323363646,0.323363646,0.323363646,0.323363646,0.323363646,0.323363646,0.323363646,0.323363646,0.323363646,0.323363646
p47053,0.048,0.096,0.24,0.375,0.46,0.51,0.44,0.604928175,0.645562608,0.645562608,0.645562608,0.645562608,0.645562608,0.645562608,0.645562608,0.645562608,0.645562608,0.645562608,0.645562608,0.645562608,0.645562608
p47055,0.02375,0.0475,0.119,0.158,0.161,0.156,0.123,0.152253882,0.158322105,0.158322105,0.158322105,0.158322105,0.158322105,0.158322105,0.158322105,0.158322105,0.158322105,0.158322105,0.158322105,0.158322105,0.158322105
p47057,0.013,0.026,0.065,0.09,0.096,0.095,0.075,0.09298727,0.096341025,0.096341025,0.096341025,0.096341025,0.096341025,0.096341025,0.096341025,0.096341025,0.096341025,0.096341025,0.096341025,0.096341025,0.096341025
p47059,0.07125,0.1425,0.356,0.515,0.509,0.489,0.383,0.472089218,0.49058447,0.49058447,0.49058447,0.49058447,0.49058447,0.49058447,0.49058447,0.49058447,0.49058447,0.49058447,0.49058447,0.49058447,0.49058447
p47061,0.01025,0.0205,0.051,0.073,0.079,0.076,0.061,0.080725213,0.089679705,0.089679705,0.089679705,0.089679705,0.089679705,0.089679705,0.089679705,0.089679705,0.089679705,0.089679705,0.089679705,0.089679705,0.089679705
p47063,0.074,0.148,0.37,0.503,0.525,0.512,0.406,0.504788038,0.531857574,0.531857574,0.531857574,0.531857574,0.531857574,0.531857574,0.531857574,0.531857574,0.531857574,0.531857574,0.531857574,0.531857574,0.531857574
p47065,0.694,1.388,3.469,6.802,8.09,7.448,5.658,8.32491528,9.43726596,9.43726596,9.43726596,9.43726596,9.43726596,9.43726596,9.43726596,9.43726596,9.43726596,9.43726596,9.43726596,9.43726596,9.43726596
p47067,0.00375,0.0075,0.019,0.027,0.03,0.029,0.023,0.028611468,0.030214476,0.030214476,0.030214476,0.030214476,0.030214476,0.030214476,0.030214476,0.030214476,0.030214476,0.030214476,0.030214476,0.030214476,0.030214476
p47069,0.02375,0.0475,0.119,0.263,0.254,0.242,0.189,0.234000933,0.244800688,0.244800688,0.244800688,0.244800688,0.244800688,0.244800688,0.244800688,0.244800688,0.244800688,0.244800688,0.244800688,0.244800688,0.244800688
p47071,0.02225,0.0445,0.111,0.182,0.224,0.242,0.205,0.272830782,0.283306102,0.283306102,0.283306102,0.283306102,0.283306102,0.283306102,0.283306102,0.283306102,0.283306102,0.283306102,0.283306102,0.283306102,0.283306102
